"","site_id","horizon","profile","upper_depth","lower_depth","orientation","sample_area","sample_volume","fine_root_mass_g","fine_root_mass","coarse_root_mass_g","coarse_root_mass","fine_dead_root_mass_g","fine_dead_root_mass","coarse_dead_root_mass_g","coarse_dead_root_mass","method_id","notes","mg_cm_3","cum_mg_cm_3","cum_g","cum_vol","g_m_2","percent_of_total","root_prop","cum_percent_of_total","root_prop_of_total","total_biomass","depth","nlcd_class","beta"
"1040","D13NIWO","0",1,20,30,"N/A",110,1100,0.7388,738.8,0,0,0.0866,86.6,0,0,"SK",NA,0.671636364,7.142936364,9.3835,0.01,0.93835,8.886034325,0.088860343,94.50408159,0.945040816,7.558336364,25,"Tundra",0.8587283
"1041","D13NIWO","0",1,30,40,"N/A",100,1000,0.1046,104.6,0,0,0.0056,5.6,0,0,"SK","large rocks",0.1046,7.247536364,9.4937,0.01,0.94937,1.383902422,0.013839024,95.88798401,0.95887984,7.558336364,35,"Tundra",0.8587283
"1042","D13NIWO","0",1,40,50,"N/A",100,1000,0.1513,151.3,0,0,0.0202,20.2,0,0,"SK","very gravely",0.1513,7.398836364,9.6652,0.01,0.96652,2.001763255,0.020017633,97.88974726,0.978897473,7.558336364,45,"Tundra",0.8587283
"1043","D13NIWO","0",1,50,60,"N/A",100,1000,0.1307,130.7,0,0,0.0106,10.6,0,0,"SK",NA,0.1307,7.529536364,9.8065,0.01,0.98065,1.729216506,0.017292165,99.61896377,0.996189638,7.558336364,55,"Tundra",0.8587283
"1044","D13NIWO","0",1,60,70,"N/A",100,1000,0.0053,5.3,0,0,0.0029,2.9,0,0,"SK",NA,0.0053,7.534836364,9.8147,0.01,0.98147,0.070121251,0.000701213,99.68908502,0.99689085,7.558336364,65,"Tundra",0.8587283
"1045","D13NIWO","0",1,70,80,"N/A",100,1000,7e-04,0.7,0,0,0,0,0,0,"SK",NA,7e-04,7.535536364,9.8154,0.01,0.98154,0.009261297,9.2613e-05,99.69834632,0.996983463,7.558336364,75,"Tundra",0.8587283
"1046","D13NIWO","0",1,80,90,"N/A",100,1000,0.0031,3.1,0,0,0.0025,2.5,0,0,"SK",NA,0.0031,7.538636364,9.821,0.01,0.9821,0.041014317,0.000410143,99.73936063,0.997393606,7.558336364,85,"Tundra",0.8587283
"1047","D13NIWO","0",1,90,100,"N/A",100,1000,0.0114,11.4,0,0,0.006,6,0,0,"SK",NA,0.0114,7.550036364,9.8384,0.01,0.98384,0.150826841,0.001508268,99.89018748,0.998901875,7.558336364,95,"Tundra",0.8587283
"1048","D13NIWO","0",1,100,120,"N/A",100,2000,0.0157,15.7,0,0,0.0121,12.1,0,0,"SK","2 large rocks",0.00785,7.557886364,9.8662,0.01,0.98662,0.103858834,0.001038588,99.99404631,0.999940463,7.558336364,110,"Tundra",0.8587283
"1049","D13NIWO","0",1,120,140,"N/A",100,2000,9e-04,0.9,0,0,0,0,0,0,"SK",NA,0.00045,7.558336364,9.8671,0.01,0.98671,0.005953691,5.95e-05,100,1,7.558336364,130,"Tundra",0.8587283
"1050","D13NIWO","0",2,0,10,"N/A",100,1000,34.2792,34279.2,5.1126,5112.6,0,0,0,0,"SK",NA,34.2792,34.2792,39.3918,0.01,3.93918,73.58570154,0.735857015,73.58570154,0.735857015,46.58405,5,"Tundra",0.8587283
"1051","D13NIWO","0",2,10,20,"N/A",100,1000,10.9356,10935.6,0.7812,781.2,0,0,0,0,"SK","large rocks",10.9356,45.2148,51.1086,0.01,5.11086,23.47498768,0.234749877,97.06068923,0.970606892,46.58405,15,"Tundra",0.8587283
"1052","D13NIWO","0",2,20,30,"N/A",100,1000,1.0451,1045.1,0,0,0,0,0,0,"SK",NA,1.0451,46.2599,52.1537,0.01,5.21537,2.243471746,0.022434717,99.30416097,0.99304161,46.58405,25,"Tundra",0.8587283
"1053","D13NIWO","0",2,30,40,"N/A",100,1000,0.2166,216.6,0,0,0.0511,51.1,0,0,"SK",NA,0.2166,46.4765,52.4214,0.01,5.24214,0.464966013,0.00464966,99.76912699,0.99769127,46.58405,35,"Tundra",0.8587283
"1054","D13NIWO","0",2,40,50,"N/A",100,1000,0.0167,16.7,0,0,0.0031,3.1,0,0,"SK",NA,0.0167,46.4932,52.4412,0.01,5.24412,0.03584918,0.000358492,99.80497617,0.998049762,46.58405,45,"Tundra",0.8587283
"1055","D13NIWO","0",2,50,60,"N/A",100,1000,0.0307,30.7,0,0,6e-04,0.6,0,0,"SK",NA,0.0307,46.5239,52.4725,0.01,5.24725,0.065902385,0.000659024,99.87087855,0.998708786,46.58405,55,"Tundra",0.8587283
"1056","D13NIWO","0",2,60,70,"N/A",100,1000,0.0371,37.1,0,0,0.001,1,0,0,"SK",NA,0.0371,46.561,52.5106,0.01,5.25106,0.079640993,0.00079641,99.95051954,0.999505195,46.58405,65,"Tundra",0.8587283
"1057","D13NIWO","0",2,70,80,"N/A",100,1000,0.0121,12.1,0,0,0.0028,2.8,0,0,"SK",NA,0.0121,46.5731,52.5255,0.01,5.25255,0.025974556,0.000259746,99.9764941,0.999764941,46.58405,75,"Tundra",0.8587283
"1058","D13NIWO","0",2,80,90,"N/A",100,1000,0.0013,1.3,0,0,0.0033,3.3,0,0,"SK",NA,0.0013,46.5744,52.5301,0.01,5.25301,0.002790655,2.79e-05,99.97928476,0.999792848,46.58405,85,"Tundra",0.8587283
"1059","D13NIWO","0",2,90,100,"N/A",100,1000,0.0053,5.3,0,0,0.0025,2.5,0,0,"SK",NA,0.0053,46.5797,52.5379,0.01,5.25379,0.011377285,0.000113773,99.99066204,0.99990662,46.58405,95,"Tundra",0.8587283
"1060","D13NIWO","0",2,100,120,"N/A",100,2000,0.0017,1.7,0,0,0.0023,2.3,0,0,"SK",NA,0.00085,46.58055,52.5419,0.01,5.25419,0.001824659,1.82e-05,99.9924867,0.999924867,46.58405,110,"Tundra",0.8587283
"1061","D13NIWO","0",2,120,140,"N/A",100,2000,0.007,7,0,0,0.0069,6.9,0,0,"SK","VERY large rock (accounts for almost 1/2 of sample volume)",0.0035,46.58405,52.5558,0.01,5.25558,0.007513301,7.5133e-05,100,1,46.58405,130,"Tundra",0.8587283
"1062","D13NIWO","0",3,0,10,"N/A",120,1200,4.6296,4629.6,1.5464,1546.4,0.2736,273.6,0,0,"SK",NA,3.858,3.858,6.4496,0.01,0.64496,51.96881153,0.519688115,51.96881152,0.519688115,7.423683334,5,"Tundra",0.8587283
"1063","D13NIWO","0",3,10,20,"N/A",100,1000,1.3641,1364.1,0,0,0.0759,75.9,0,0,"SK","large rocks in sample",1.3641,5.2221,7.8896,0.01,0.78896,18.37497558,0.183749756,70.34378712,0.703437871,7.423683333,15,"Tundra",0.8587283
"1064","D13NIWO","0",3,20,30,"N/A",100,1000,0.6125,612.5,0,0,0.136,136,0,0,"SK","large rocks",0.6125,5.8346,8.6381,0.01,0.86381,8.250621322,0.082506213,78.59440844,0.785944084,7.423683333,25,"Tundra",0.8587283
"1065","D13NIWO","0",3,30,40,"N/A",120,1200,0.494,494,0,0,0.0937,93.7,0,0,"SK","big rock in sample",0.411666667,6.246266667,9.2258,0.01,0.92258,5.545315555,0.055453156,84.139724,0.84139724,7.423683333,35,"Tundra",0.8587283
"1066","D13NIWO","0",3,40,50,"N/A",120,1200,0.7715,771.5,0,0,0.0813,81.3,0,0,"SK","big rock",0.642916667,6.889183334,10.0786,0.01,1.00786,8.660346055,0.086603461,92.80007006,0.928000701,7.423683333,45,"Tundra",0.8587283
"1067","D13NIWO","0",3,50,60,"N/A",100,1000,0.3737,373.7,0,0,0.0222,22.2,0,0,"SK",NA,0.3737,7.262883334,10.4745,0.01,1.04745,5.033889287,0.050338893,97.83395935,0.978339593,7.423683333,55,"Tundra",0.8587283
"1068","D13NIWO","0",3,60,70,"N/A",100,1000,0.0949,94.9,0,0,0.0467,46.7,0,0,"SK",NA,0.0949,7.357783334,10.6161,0.01,1.06161,1.278341165,0.012783412,99.11230051,0.991123005,7.423683333,65,"Tundra",0.8587283
"1069","D13NIWO","0",3,70,80,"N/A",100,1000,0.0639,63.9,0,0,0.0042,4.2,0,0,"SK","rocks",0.0639,7.421683334,10.6842,0.01,1.06842,0.860758698,0.008607587,99.97305921,0.999730592,7.423683333,75,"Tundra",0.8587283
"1070","D13NIWO","0",3,80,90,"N/A",100,1000,9e-04,0.9,0,0,0.0012,1.2,0,0,"SK",NA,9e-04,7.422583334,10.6863,0.01,1.06863,0.012123362,0.000121234,99.98518257,0.999851826,7.423683333,85,"Tundra",0.8587283
"1071","D13NIWO","0",3,90,100,"N/A",100,1000,1e-04,0.1,0,0,0.0027,2.7,0,0,"SK",NA,1e-04,7.422683334,10.6891,0.01,1.06891,0.00134704,1.35e-05,99.98652961,0.999865296,7.423683333,95,"Tundra",0.8587283
"1072","D13NIWO","0",3,100,120,"N/A",100,2000,2e-04,0.2,0,0,0.0015,1.5,0,0,"SK","rocks",1e-04,7.422783334,10.6908,0.01,1.06908,0.00134704,1.35e-05,99.98787665,0.999878767,7.423683333,110,"Tundra",0.8587283
"1073","D13NIWO","0",3,120,140,"N/A",100,2000,0.0018,1.8,0,0,9e-04,0.9,0,0,"SK",NA,9e-04,7.423683334,10.6935,0.01,1.06935,0.012123362,0.000121234,100,1,7.423683333,130,"Tundra",0.8587283
"1074","D15ONAQ","0",1,0,10,"N/A",90,1000,0.6157,615.7,0,0,0,0,0,0,"SK",NA,0.6157,0.6157,0.6157,0.01,0.06157,9.297922137,0.092979221,9.297922137,0.092979221,6.621909615,5,"Shrub Scrub",0.9779661
"1075","D15ONAQ","0",1,10,20,"N/A",130,1300,1.2355,1235.5,0,0,0,0,0,0,"SK",NA,0.950384615,1.566084615,1.8512,0.01,0.18512,14.35212304,0.14352123,23.65004517,0.236500452,6.621909615,15,"Shrub Scrub",0.9779661
"1076","D15ONAQ","0",1,20,30,"N/A",100,1000,0.5296,529.6,0,0,0,0,0,0,"SK",NA,0.5296,2.095684615,2.3808,0.01,0.23808,7.997692973,0.07997693,31.64773814,0.316477381,6.621909615,25,"Shrub Scrub",0.9779661
"1077","D15ONAQ","0",1,30,40,"N/A",100,1000,0.7947,794.7,0,0,0,0,0,0,"SK",NA,0.7947,2.890384615,3.1755,0.01,0.31755,12.00106987,0.120010699,43.64880802,0.43648808,6.621909615,35,"Shrub Scrub",0.9779661
"1078","D15ONAQ","0",1,40,50,"N/A",100,1000,0.2143,214.3,0,0,0,0,0,0,"SK",NA,0.2143,3.104684615,3.3898,0.01,0.33898,3.236226594,0.032362266,46.88503461,0.468850346,6.621909615,45,"Shrub Scrub",0.9779661
"1079","D15ONAQ","0",1,50,60,"N/A",100,1000,0.9978,997.8,0,0,0,0,0,0,"SK",NA,0.9978,4.102484615,4.3876,0.01,0.43876,15.06816097,0.15068161,61.95319558,0.619531956,6.621909615,55,"Shrub Scrub",0.9779661
"1080","D15ONAQ","0",1,60,70,"N/A",80,800,0.6025,602.5,1.4993,1499.3,0,0,0,0,"SK",NA,0.753125,4.855609615,6.4894,0.01,0.64894,11.37322983,0.113732298,73.32642542,0.733264254,6.621909615,65,"Shrub Scrub",0.9779661
"1081","D15ONAQ","0",1,70,80,"N/A",100,1000,0.9934,993.4,0,0,0,0,0,0,"SK",NA,0.9934,5.849009615,7.4828,0.01,0.74828,15.00171488,0.150017149,88.3281403,0.883281403,6.621909615,75,"Shrub Scrub",0.9779661
"1082","D15ONAQ","0",1,80,90,"N/A",100,1000,0.4677,467.7,0,0,0,0,0,0,"SK",NA,0.4677,6.316709615,7.9505,0.01,0.79505,7.062917303,0.070629173,95.3910576,0.953910576,6.621909615,85,"Shrub Scrub",0.9779661
"1083","D15ONAQ","0",1,90,100,"N/A",100,1000,0.2545,254.5,0,0,0,0,0,0,"SK",NA,0.2545,6.571209615,8.205,0.01,0.8205,3.843302231,0.038433022,99.23435983,0.992343598,6.621909615,95,"Shrub Scrub",0.9779661
"1084","D15ONAQ","0",1,100,120,"N/A",100,2000,0.0759,75.9,0,0,0,0,0,0,"SK",NA,0.03795,6.609159615,8.2809,0.01,0.82809,0.573097523,0.005730975,99.80745735,0.998074574,6.621909615,110,"Shrub Scrub",0.9779661
"1085","D15ONAQ","0",1,120,140,"N/A",100,2000,0.0085,8.5,0,0,0,0,0,0,"SK",NA,0.00425,6.613409615,8.2894,0.01,0.82894,0.064180882,0.000641809,99.87163824,0.998716382,6.621909615,130,"Shrub Scrub",0.9779661
"1086","D15ONAQ","0",1,140,160,"N/A",100,2000,0.0041,4.1,0,0,0,0,0,0,"SK",NA,0.00205,6.615459615,8.2935,0.01,0.82935,0.030957837,0.000309578,99.90259607,0.999025961,6.621909615,150,"Shrub Scrub",0.9779661
"1087","D15ONAQ","0",1,160,180,"N/A",100,2000,0.0099,9.9,0,0,0,0,0,0,"SK",NA,0.00495,6.620409615,8.3034,0.01,0.83034,0.074751851,0.000747519,99.97734792,0.999773479,6.621909615,170,"Shrub Scrub",0.9779661
"1088","D15ONAQ","0",1,180,200,"N/A",100,2000,0.003,3,0,0,0,0,0,0,"SK",NA,0.0015,6.621909615,8.3064,0.01,0.83064,0.022652076,0.000226521,100,1,6.621909615,190,"Shrub Scrub",0.9779661
"1089","D15ONAQ","0",2,0,10,"N/A",170,1700,1.316,1316,0,0,0,0,0,0,"SK","accurate? Check with JM/RK",0.774117647,0.774117647,1.316,0.01,0.1316,10.97538753,0.109753875,10.97538753,0.109753875,7.053214706,5,"Shrub Scrub",0.9779661
"1090","D15ONAQ","0",2,10,20,"N/A",170,1700,0.9582,958.2,0,0,0,0,0,0,"SK","accurate? Check with JM/RK",0.563647059,1.337764706,2.2742,0.01,0.22742,7.991349793,0.079913498,18.96673732,0.189667373,7.053214706,15,"Shrub Scrub",0.9779661
"1091","D15ONAQ","0",2,20,30,"N/A",100,1000,1.4963,1496.3,0,0,0,0,0,0,"SK",NA,1.4963,2.834064706,3.7705,0.01,0.37705,21.21443997,0.2121444,40.18117729,0.401811773,7.053214706,25,"Shrub Scrub",0.9779661
"1092","D15ONAQ","0",2,30,40,"N/A",100,1000,0.2024,202.4,0,0,0,0,0,0,"SK",NA,0.2024,3.036464706,3.9729,0.01,0.39729,2.86961348,0.028696135,43.05079078,0.430507908,7.053214706,35,"Shrub Scrub",0.9779661
"1093","D15ONAQ","0",2,40,50,"N/A",100,1000,0.553,553,0,0,0,0,0,0,"SK",NA,0.553,3.589464706,4.5259,0.01,0.45259,7.840396515,0.078403965,50.89118729,0.508911873,7.053214706,45,"Shrub Scrub",0.9779661
"1094","D15ONAQ","0",2,50,60,"N/A",100,1000,0.3064,306.4,0,0,0,0,0,0,"SK",NA,0.3064,3.895864706,4.8323,0.01,0.48323,4.344118431,0.043441184,55.23530572,0.552353057,7.053214706,55,"Shrub Scrub",0.9779661
"1095","D15ONAQ","0",2,60,70,"N/A",100,1000,1.5649,1564.9,0,0,0,0,0,0,"SK",NA,1.5649,5.460764706,6.3972,0.01,0.63972,22.18704612,0.221870461,77.42235184,0.774223518,7.053214706,65,"Shrub Scrub",0.9779661
"1096","D15ONAQ","0",2,70,80,"N/A",100,1000,1.0282,1028.2,0,0,0,0,0,0,"SK",NA,1.0282,6.488964706,7.4254,0.01,0.74254,14.5777499,0.145777499,92.00010175,0.920001017,7.053214706,75,"Shrub Scrub",0.9779661
"1097","D15ONAQ","0",2,80,90,"N/A",100,1000,0.3361,336.1,0,0,0,0,0,0,"SK",NA,0.3361,6.825064706,7.7615,0.01,0.77615,4.765203018,0.04765203,96.76530477,0.967653048,7.053214706,85,"Shrub Scrub",0.9779661
"1098","D15ONAQ","0",2,90,100,"N/A",100,1000,0.1043,104.3,0,0,0,0,0,0,"SK",NA,0.1043,6.929364706,7.8658,0.01,0.78658,1.47875833,0.014787583,98.2440631,0.982440631,7.053214706,95,"Shrub Scrub",0.9779661
"1099","D15ONAQ","0",2,100,120,"N/A",100,2000,0.1897,189.7,0,0,0,0,0,0,"SK",NA,0.09485,7.024214706,8.0555,0.01,0.80555,1.344776871,0.013447769,99.58883997,0.9958884,7.053214706,110,"Shrub Scrub",0.9779661
"1100","D15ONAQ","0",2,120,140,"N/A",100,2000,0.046,46,0,0,0,0,0,0,"SK",NA,0.023,7.047214706,8.1015,0.01,0.81015,0.326092441,0.003260924,99.91493241,0.999149324,7.053214706,130,"Shrub Scrub",0.9779661
"1101","D15ONAQ","0",2,140,160,"N/A",100,2000,0.005,5,0,0,0,0,0,0,"SK",NA,0.0025,7.049714706,8.1065,0.01,0.81065,0.035444831,0.000354448,99.95037724,0.999503772,7.053214706,150,"Shrub Scrub",0.9779661
"1102","D15ONAQ","0",2,160,180,"N/A",100,2000,0.006,6,0,0,0,0,0,0,"SK",NA,0.003,7.052714706,8.1125,0.01,0.81125,0.042533797,0.000425338,99.99291103,0.99992911,7.053214706,170,"Shrub Scrub",0.9779661
"1103","D15ONAQ","0",2,180,200,"N/A",100,2000,0.001,1,0,0,0,0,0,0,"SK",NA,5e-04,7.053214706,8.1135,0.01,0.81135,0.007088966,7.09e-05,100,1,7.053214706,190,"Shrub Scrub",0.9779661
"1104","D15ONAQ","0",3,0,10,"N/A",100,1000,0.7542,754.2,0,0,0,0,0,0,"SK",NA,0.7542,0.7542,0.7542,0.01,0.07542,6.542762473,0.065427625,6.542762473,0.065427625,11.52724103,5,"Shrub Scrub",0.9779661
"1105","D15ONAQ","0",3,10,20,"N/A",100,1000,1.997,1997,2.8463,2846.3,0,0,0,0,"SK",NA,1.997,2.7512,5.5975,0.01,0.55975,17.32418014,0.173241801,23.8669426,0.238669426,11.52724103,15,"Shrub Scrub",0.9779661
"1106","D15ONAQ","0",3,20,30,"N/A",100,1000,1.8469,1846.9,1.6442,1644.2,0,0,0,0,"SK",NA,1.8469,4.5981,9.0886,0.01,0.90886,16.02204722,0.160220472,39.88898981,0.398889898,11.52724103,25,"Shrub Scrub",0.9779661
"1107","D15ONAQ","0",3,30,40,"N/A",120,1200,2.4286,2428.6,0.4095,409.5,0,0,0,0,"SK",NA,2.023833333,6.621933333,11.9267,0.01,1.19267,17.55696206,0.175569621,57.44595186,0.574459519,11.52724103,35,"Shrub Scrub",0.9779661
"1108","D15ONAQ","0",3,40,50,"N/A",100,1000,0.7887,788.7,0,0,0,0,0,0,"SK",NA,0.7887,7.410633333,12.7154,0.01,1.27154,6.842053517,0.068420535,64.28800538,0.642880054,11.52724103,45,"Shrub Scrub",0.9779661
"1109","D15ONAQ","0",3,50,60,"N/A",100,1000,0.4539,453.9,0,0,0,0,0,0,"SK",NA,0.4539,7.864533333,13.1693,0.01,1.31693,3.937629126,0.039376291,68.2256345,0.682256345,11.52724103,55,"Shrub Scrub",0.9779661
"1110","D15ONAQ","0",3,60,70,"N/A",100,1000,1.1682,1168.2,0,0,0,0,0,0,"SK",NA,1.1682,9.032733333,14.3375,0.01,1.43375,10.134255,0.10134255,78.3598895,0.783598895,11.52724103,65,"Shrub Scrub",0.9779661
"1111","D15ONAQ","0",3,70,80,"N/A",100,1000,1.638,1638,0,0,0,0,0,0,"SK",NA,1.638,10.67073333,15.9755,0.01,1.59755,14.20981826,0.142098183,92.56970775,0.925697077,11.52724103,75,"Shrub Scrub",0.9779661
"1112","D15ONAQ","0",3,80,90,"N/A",130,1300,0.4879,487.9,0,0,0,0,0,0,"SK",NA,0.375307692,11.04604103,16.4634,0.01,1.64634,3.255832783,0.032558328,95.82554053,0.958255405,11.52724103,85,"Shrub Scrub",0.9779661
"1113","D15ONAQ","0",3,90,100,"N/A",100,1000,0.267,267,0,0,0,0,0,0,"SK",NA,0.267,11.31304103,16.7304,0.01,1.67304,2.316252427,0.023162524,98.14179295,0.98141793,11.52724103,95,"Shrub Scrub",0.9779661
"1114","D15ONAQ","0",3,100,120,"N/A",100,2000,0.321,321,0,0,0,0,0,0,"SK",NA,0.1605,11.47354103,17.0514,0.01,1.70514,1.392353987,0.01392354,99.53414694,0.995341469,11.52724103,110,"Shrub Scrub",0.9779661
"1115","D15ONAQ","0",3,120,140,"N/A",100,2000,0.0814,81.4,0,0,0,0,0,0,"SK",NA,0.0407,11.51424103,17.1328,0.01,1.71328,0.353076681,0.003530767,99.88722362,0.998872236,11.52724103,130,"Shrub Scrub",0.9779661
"1116","D15ONAQ","0",3,140,160,"N/A",100,2000,0.0152,15.2,0,0,0,0,0,0,"SK",NA,0.0076,11.52184103,17.148,0.01,1.7148,0.065930781,0.000659308,99.9531544,0.999531544,11.52724103,150,"Shrub Scrub",0.9779661
"1117","D15ONAQ","0",3,160,180,"N/A",100,2000,0.0052,5.2,0,0,0,0,0,0,"SK",NA,0.0026,11.52444103,17.1532,0.01,1.71532,0.022555267,0.000225553,99.97570967,0.999757097,11.52724103,170,"Shrub Scrub",0.9779661
"1118","D15ONAQ","0",3,180,200,"N/A",100,2000,0.0056,5.6,0,0,0,0,0,0,"SK",NA,0.0028,11.52724103,17.1588,0.01,1.71588,0.024290288,0.000242903,99.99999996,1,11.52724103,190,"Shrub Scrub",0.9779661
"1119","D07MLBS","0",1,0,10,"N/A",100,1000,2.5563,2556.3,1.8844,1884.4,0.5437,543.7,0.069,69,"SK",NA,2.5563,2.5563,5.0534,0.01,0.50534,42.34633447,0.423463345,42.34633447,0.423463345,6.03665,5,"Mixed Forest",0.9372791
"1120","D07MLBS","0",1,10,20,"N/A",100,1000,2.5588,2558.8,9.466,9466,0.2935,293.5,0,0,"SK",NA,2.5588,5.1151,17.3717,0.01,1.73717,42.38774817,0.423877482,84.73408265,0.847340826,6.03665,15,"Mixed Forest",0.9372791
"1121","D07MLBS","0",1,20,30,"N/A",100,1000,0.3774,377.4,1.4899,1489.9,0.0743,74.3,0,0,"SK",NA,0.3774,5.4925,19.3133,0.01,1.93133,6.251811849,0.062518118,90.98589449,0.909858945,6.03665,25,"Mixed Forest",0.9372791
"1122","D07MLBS","0",1,30,40,"N/A",100,1000,0.1187,118.7,0,0,0.0232,23.2,0,0,"SK",NA,0.1187,5.6112,19.4552,0.01,1.94552,1.966322381,0.019663224,92.95221688,0.929522169,6.03665,35,"Mixed Forest",0.9372791
"1123","D07MLBS","0",1,40,50,"N/A",100,1000,0.1009,100.9,0,0,0.1154,115.4,0,0,"SK",NA,0.1009,5.7121,19.6715,0.01,1.96715,1.671456851,0.016714569,94.62367373,0.946236737,6.03665,45,"Mixed Forest",0.9372791
"1124","D07MLBS","0",1,50,60,"N/A",100,1000,0.1446,144.6,0,0,0.0925,92.5,0,0,"SK",NA,0.1446,5.8567,19.9086,0.01,1.99086,2.395368292,0.023953683,97.01904202,0.97019042,6.03665,55,"Mixed Forest",0.9372791
"1125","D07MLBS","0",1,60,70,"N/A",100,1000,0.041,41,0,0,0.0846,84.6,0,0,"SK",NA,0.041,5.8977,20.0342,0.01,2.00342,0.679184647,0.006791846,97.69822667,0.976982267,6.03665,65,"Mixed Forest",0.9372791
"1126","D07MLBS","0",1,70,80,"N/A",100,1000,0.0118,11.8,0,0,0.024,24,0,0,"SK",NA,0.0118,5.9095,20.07,0.01,2.007,0.195472655,0.001954727,97.89369932,0.978936993,6.03665,75,"Mixed Forest",0.9372791
"1127","D07MLBS","0",1,80,90,"N/A",100,1000,0.0065,6.5,0,0,0.0015,1.5,0,0,"SK",NA,0.0065,5.916,20.078,0.01,2.0078,0.107675615,0.001076756,98.00137493,0.980013749,6.03665,85,"Mixed Forest",0.9372791
"1128","D07MLBS","0",1,90,100,"N/A",100,1000,0.1033,103.3,0,0,0.0372,37.2,0,0,"SK",NA,0.1033,6.0193,20.2185,0.01,2.02185,1.711214001,0.01711214,99.71258894,0.997125889,6.03665,95,"Mixed Forest",0.9372791
"1129","D07MLBS","0",1,100,120,"long axis parallel",100,2000,0.0347,34.7,0,0,0.0234,23.4,0,0,"SK",NA,0.01735,6.03665,20.2766,0.01,2.02766,0.287411064,0.002874111,100,1,6.03665,110,"Mixed Forest",0.9372791
"1130","D07MLBS","0",2,0,10,"N/A",100,1000,2.7693,2769.3,3.4996,3499.6,0.0873,87.3,0,0,"SK",NA,2.7693,2.7693,6.3562,0.01,0.63562,58.41542388,0.584154239,58.41542388,0.584154239,4.7407,5,"Mixed Forest",0.9372791
"1131","D07MLBS","0",2,10,20,"N/A",100,1000,0.9548,954.8,6.0498,6049.8,0.2059,205.9,0,0,"SK",NA,0.9548,3.7241,13.5667,0.01,1.35667,20.14048558,0.201404856,78.55590946,0.785559095,4.7407,15,"Mixed Forest",0.9372791
"1132","D07MLBS","0",2,20,30,"N/A",100,1000,0.302,302,0.8663,866.3,0.0839,83.9,0,0,"SK",NA,0.302,4.0261,14.8189,0.01,1.48189,6.370367245,0.063703672,84.92627671,0.849262767,4.7407,25,"Mixed Forest",0.9372791
"1133","D07MLBS","0",2,30,40,"N/A",100,1000,0.3019,301.9,0,0,0.067,67,0.0939,93.9,"SK",NA,0.3019,4.328,15.2817,0.01,1.52817,6.368257852,0.063682579,91.29453456,0.912945346,4.7407,35,"Mixed Forest",0.9372791
"1134","D07MLBS","0",2,40,50,"N/A",100,1000,0.2517,251.7,0.1036,103.6,0.0551,55.1,0,0,"SK",NA,0.2517,4.5797,15.6921,0.01,1.56921,5.309342502,0.053093425,96.60387706,0.966038771,4.7407,45,"Mixed Forest",0.9372791
"1135","D07MLBS","0",2,50,60,"N/A",100,1000,0.049,49,0,0,0.0234,23.4,0,0,"SK",NA,0.049,4.6287,15.7645,0.01,1.57645,1.033602633,0.010336026,97.6374797,0.976374797,4.7407,55,"Mixed Forest",0.9372791
"1136","D07MLBS","0",2,60,70,"N/A",100,1000,0.0078,7.8,0,0,0.0027,2.7,0,0,"SK",NA,0.0078,4.6365,15.775,0.01,1.5775,0.164532664,0.001645327,97.80201236,0.978020124,4.7407,65,"Mixed Forest",0.9372791
"1137","D07MLBS","0",2,70,80,"N/A",100,1000,0.0119,11.9,0,0,0.0029,2.9,0,0,"SK",NA,0.0119,4.6484,15.7898,0.01,1.57898,0.251017782,0.002510178,98.05303014,0.980530301,4.7407,75,"Mixed Forest",0.9372791
"1138","D07MLBS","0",2,80,90,"N/A",100,1000,0.0296,29.6,0,0,0.0182,18.2,0,0,"SK",NA,0.0296,4.678,15.8376,0.01,1.58376,0.624380366,0.006243804,98.67741051,0.986774105,4.7407,85,"Mixed Forest",0.9372791
"1139","D07MLBS","0",2,90,120,"N/A",100,1000,0.0529,52.9,0,0,0.008,8,0,0,"SK",NA,0.0529,4.7309,15.8985,0.01,1.58985,1.115868964,0.01115869,99.79327947,0.997932795,4.7407,95,"Mixed Forest",0.9372791
"1140","D07MLBS","0",2,100,110,"long axis parallel",100,2000,0.0196,19.6,0,0,0.008,8,0,0,"SK",NA,0.0098,4.7407,15.9261,0.01,1.59261,0.206720527,0.002067205,100,1,4.7407,110,"Mixed Forest",0.9372791
"1141","D07MLBS","0",3,0,10,"N/A",100,1000,2.5503,2550.3,6.8963,6896.3,0.4538,453.8,0,0,"SK",NA,2.5503,2.5503,9.9004,0.01,0.99004,44.3576721,0.443576721,44.3576721,0.443576721,5.7494,5,"Mixed Forest",0.9372791
"1142","D07MLBS","0",3,10,20,"N/A",100,1000,1.7091,1709.1,1.6305,1630.5,0.1626,162.6,0,0,"SK",NA,1.7091,4.2594,13.4026,0.01,1.34026,29.72658016,0.297265802,74.08425227,0.740842523,5.7494,15,"Mixed Forest",0.9372791
"1143","D07MLBS","0",3,20,30,"N/A",100,1000,0.8323,832.3,2.4857,2485.7,0.022,22,0,0,"SK",NA,0.8323,5.0917,16.7426,0.01,1.67426,14.47629318,0.144762932,88.56054545,0.885605454,5.7494,25,"Mixed Forest",0.9372791
