site_id,horizon,profile,upper_depth,lower_depth,orientation,sample_area,sample_volume,fine_root_mass_g,fine_root_mass,coarse_root_mass_g,coarse_root_mass,fine_dead_root_mass_g,fine_dead_root_mass,coarse_dead_root_mass_g,coarse_dead_root_mass,method_id,notes,mg_cm_3,cum_mg_cm_3,cum_g,cum_vol,g_m_2,percent_of_total,root_prop,cum_percent_of_total,root_prop_of_total,total_biomass,depth,location,NLCD_class,beta
D10STER,Ap1,2,0,10,parallel,20.26829916,608.0489749,0.0704,70.4,0,0,0,0,0,0,BDC,,0.115780147,0.115780147,0.0704,0.01,0.00704,31.46296777,0.314629678,31.46296763,0.314629676,0.367988641,5,Primary,Cultivated Crops,0.9709687
D10STER,Ap1/Ap2,2,10,20,parallel,20.26829916,608.0489749,0.0358,35.8,0,0,0,0,0,0,BDC,,0.058876836,0.174656983,0.1062,0.01,0.01062,15.99963418,0.159996342,47.46260171,0.474626017,0.367988641,15,Primary,Cultivated Crops,0.9709687
D10STER,Ap2/Bt1,2,20,30,parallel,20.26829916,587.7806758,0.0477,47.7,0,0,0,0,0,0,BDC,,0.081152719,0.255809702,0.1539,0.01,0.01539,22.05304999,0.2205305,69.51565171,0.695156517,0.367988641,25,Primary,Cultivated Crops,0.9709687
D10STER,Bt,2,30,40,parallel,20.26829916,608.0489749,0.0235,23.5,0,0,0,0,0,0,BDC,,0.038648203,0.294457905,0.1774,0.01,0.01774,10.50255316,0.105025532,80.01820496,0.80018205,0.367988641,35,Primary,Cultivated Crops,0.9709687
D10STER,Bt,2,40,50,N_A,100,1000,0.0086,8.6,0,0,0,0,0,0,SK,,0.0086,0.303057905,0.186,0.01,0.0186,2.337028658,0.023370287,82.35523362,0.823552336,0.367988641,45,Primary,Cultivated Crops,0.9709687
D10STER,Bt,2,50,60,N_A,100,1000,0.0177,17.7,0,0,0,0,0,0,SK,,0.0177,0.320757905,0.2037,0.01,0.02037,4.809931076,0.048099311,87.1651647,0.871651647,0.367988641,55,Primary,Cultivated Crops,0.9709687
D10STER,Bt,2,60,70,N_A,100,1000,0.0099,9.9,0,0,0,0,0,0,SK,,0.0099,0.330657905,0.2136,0.01,0.02136,2.690300432,0.026903004,89.85546513,0.898554651,0.367988641,65,Primary,Cultivated Crops,0.9709687
D10STER,Btk,2,70,80,N_A,100,1000,0.011,11,0,0,0,0,0,0,SK,,0.011,0.341657905,0.2246,0.01,0.02246,2.989222703,0.029892227,92.84468783,0.928446878,0.367988641,75,Primary,Cultivated Crops,0.9709687
D10STER,Btk,2,80,90,N_A,110,1100,0.0049,4.9,0,0,0,0,0,0,SK,,0.004454545,0.34611245,0.2295,0.01,0.02295,1.210511673,0.012105117,94.05519938,0.940551994,0.367988641,85,Primary,Cultivated Crops,0.9709687
D10STER,Btk,2,90,100,N_A,100,1000,0.0154,15.4,0,0,0,0,0,0,SK,,0.0154,0.36151245,0.2449,0.01,0.02449,4.184911784,0.041849118,98.24011117,0.982401112,0.367988641,95,Primary,Cultivated Crops,0.9709687
D10STER,Btk,2,100,120,long axis parallel ,120,2400,0.0112,11.2,0,0,0,0,0,0,SK,,0.004666667,0.366179117,0.2561,0.01,0.02561,1.268155086,0.012681551,99.50826634,0.995082663,0.367988641,110,Primary,Cultivated Crops,0.9709687
D10STER,Btk/C1,2,120,140,long axis parallel ,140,2800,0.0039,3.9,0,0,0,0,0,0,SK,,0.001392857,0.367571974,0.26,0.01,0.026,0.378505472,0.003785055,99.88677178,0.998867718,0.367988641,130,Primary,Cultivated Crops,0.9709687
D10STER,C1/C2,2,140,160,long axis parallel ,120,2400,0.001,1,0,0,0,0,0,0,SK,,0.000416667,0.367988641,0.261,0.01,0.0261,0.113228133,0.001132281,100,1,0.367988641,150,Primary,Cultivated Crops,0.9709687
D10STER,Ap1,3,0,10,parallel,20.26829916,628.3172741,0.0272,27.2,0,0,0,0,0,0,BDC,,0.043290231,0.043290231,0.0272,0.01,0.00272,18.98114439,0.189811444,18.98114435,0.189811443,0.228069658,5,Primary,Cultivated Crops,0.9709687
D10STER,Ap1/Ap2,3,10,20,parallel,20.26829916,608.0489749,0.0114,11.4,0,0,0,0,0,0,BDC,,0.01874849,0.062038721,0.0386,0.01,0.00386,8.220510329,0.082205103,27.20165477,0.272016548,0.228069658,15,Primary,Cultivated Crops,0.9709687
D10STER,Ap2/Bt1,3,20,30,parallel,20.26829916,577.6465262,0.023,23,0,0,0,0,0,0,BDC,,0.039816737,0.101855458,0.0616,0.01,0.00616,17.45814751,0.174581475,44.65980214,0.446598021,0.228069658,25,Primary,Cultivated Crops,0.9709687
D10STER,Bt,3,30,40,parallel,20.26829916,608.0489749,0.0169,16.9,0,0,0,0,0,0,BDC,,0.027793814,0.129649272,0.0785,0.01,0.00785,12.18654601,0.12186546,56.84634823,0.568463482,0.228069658,35,Primary,Cultivated Crops,0.9709687
D10STER,Bt,3,40,50,N_A,100,1000,0.0125,12.5,0,0,0,0,0,0,SK,,0.0125,0.142149272,0.091,0.01,0.0091,5.480781665,0.054807817,62.3271299,0.623271299,0.228069658,45,Primary,Cultivated Crops,0.9709687
D10STER,Bt,3,50,60,N_A,100,1000,0.0133,13.3,0,0,0,0,0,0,SK,,0.0133,0.155449272,0.1043,0.01,0.01043,5.831551692,0.058315517,68.15868159,0.681586816,0.228069658,55,Primary,Cultivated Crops,0.9709687
D10STER,Bt,3,60,70,N_A,100,1000,0.0332,33.2,0,0,0,0,0,0,SK,,0.0332,0.188649272,0.1375,0.01,0.01375,14.5569561,0.145569561,82.71563769,0.827156377,0.228069658,65,Primary,Cultivated Crops,0.9709687
D10STER,Btk,3,70,80,N_A,110,1100,0.0289,28.9,0,0,0,0,0,0,SK,,0.026272727,0.214921999,0.1664,0.01,0.01664,11.51960655,0.115196066,94.23524413,0.942352441,0.228069658,75,Primary,Cultivated Crops,0.9709687
D10STER,Btk,3,80,90,N_A,120,1200,0.0074,7.4,0,0,0,0,0,0,SK,,0.006166667,0.221088666,0.1738,0.01,0.01738,2.703852288,0.027038523,96.93909656,0.969390966,0.228069658,85,Primary,Cultivated Crops,0.9709687
D10STER,Btk,3,90,100,N_A,100,1000,0.0013,1.3,0,0,0,0,0,0,SK,,0.0013,0.222388666,0.1751,0.01,0.01751,0.570001293,0.005700013,97.50909786,0.975090979,0.228069658,95,Primary,Cultivated Crops,0.9709687
D10STER,Btk,3,100,120,long axis parallel ,100,2200,0.0066,6.6,0,0,0,0,0,0,SK,,0.003,0.225388666,0.1817,0.01,0.01817,1.3153876,0.013153876,98.82448546,0.988244855,0.228069658,110,Primary,Cultivated Crops,0.9709687
D10STER,Btk/C1,3,120,140,long axis parallel ,110,2420,0.0031,3.1,0,0,0,0,0,0,SK,,0.001280992,0.226669658,0.1848,0.01,0.01848,0.561666881,0.005616669,99.38615245,0.993861525,0.228069658,130,Primary,Cultivated Crops,0.9709687
D10STER,C1/C2,3,140,160,long axis parallel ,100,2000,0.0028,2.8,0,0,0,0,0,0,SK,,0.0014,0.228069658,0.1876,0.01,0.01876,0.613847547,0.006138475,100,1,0.228069658,150,Primary,Cultivated Crops,0.9709687
D11OAES,A/Bw,1,0,10,parallel,20.26829916,678.988022,0.5789,578.9,0.2666,266.6,0,0,0,0,BDC,,0.85259236,0.85259236,0.8455,0.01,0.08455,78.83705246,0.788370525,78.83705247,0.788370525,1.081461487,5,Primary,Grassland Herbaceous,0.8505551
D11OAES,Bw,1,10,20,parallel,20.26829916,668.8538724,0.0735,73.5,1.3778,1377.8,0,0,0,0,BDC,,0.109889474,0.962481834,2.2968,0.01,0.22968,10.16120084,0.101612008,88.99825334,0.889982533,1.081461487,15,Primary,Grassland Herbaceous,0.8505551
D11OAES,Bw/CR1,1,20,30,parallel,20.26829916,638.4514237,0.054,54,0,0,0,0,0,0,BDC,,0.084579653,1.047061487,2.3508,0.01,0.23508,7.82086595,0.078208659,96.81911927,0.968191193,1.081461487,25,Primary,Grassland Herbaceous,0.8505551
D11OAES,CR1/CR2,1,30,40,parallel,100,1000,0.0344,34.4,0,0,0,0,0,0,SK,,0.0344,1.081461487,2.3852,0.01,0.23852,3.180880726,0.031808807,100,1,1.081461487,35,Primary,Grassland Herbaceous,0.8505551
D11OAES,A/Bw,2,0,10,parallel,20.26829916,638.4514237,0.1849,184.9,0.0205,20.5,0,0,0,0,BDC,,0.289606998,0.289606998,0.2054,0.01,0.02054,31.26624221,0.312662422,31.26624224,0.312662422,0.926260968,5,Primary,Grassland Herbaceous,0.8505551
D11OAES,Bw,2,10,20,parallel,20.26829916,608.0489749,0.2278,227.8,0,0,0,0,0,0,BDC,,0.374640875,0.664247873,0.4332,0.01,0.04332,40.44657909,0.404465791,71.71282133,0.717128213,0.926260968,15,Primary,Grassland Herbaceous,0.8505551
D11OAES,Bw/CR1,2,20,30,parallel,20.26829916,628.3172741,0.1263,126.3,0,0,0,0,0,0,BDC,,0.201013095,0.865260968,0.5595,0.01,0.05595,21.70156166,0.217015617,93.41438298,0.93414383,0.926260968,25,Primary,Grassland Herbaceous,0.8505551
D11OAES,CR1/CR2,2,30,40,N/A,100,1000,0.061,61,0,0,0,0,0,0,SK,,0.061,0.926260968,0.6205,0.01,0.06205,6.585617025,0.06585617,100,1,0.926260968,35,Primary,Grassland Herbaceous,0.8505551
D11OAES,A/Bw,3,0,10,parallel,20.26829916,689.1221716,0.7242,724.2,0,0,0,0,0,0,BDC,,1.050902191,1.050902191,0.7242,0.01,0.07242,71.99754717,0.719975472,71.99754717,0.719975472,1.459636102,5,Primary,Grassland Herbaceous,0.8505551
D11OAES,Bw,3,10,20,parallel,20.26829916,648.5855732,0.1706,170.6,0,0,0,0,0,0,BDC,,0.263033911,1.313936102,0.8948,0.01,0.08948,18.02051283,0.180205128,90.01805999,0.9001806,1.459636102,15,Primary,Grassland Herbaceous,0.8505551
D11OAES,Bw/CR1,3,20,30,N/A,100,1000,0.0522,52.2,0,0,0,0,0,0,SK,,0.0522,1.366136102,0.947,0.01,0.0947,3.576233825,0.035762338,93.59429382,0.935942938,1.459636102,25,Primary,Grassland Herbaceous,0.8505551
D11OAES,CR1/CR2,3,30,40,N/A,100,1200,0.1122,112.2,0,0,0,0,0,0,SK,,0.0935,1.459636102,1.0592,0.01,0.10592,6.405706181,0.064057062,100,1,1.459636102,35,Primary,Grassland Herbaceous,0.8505551
D14JORN,A,1,0,10,parallel,20.26829916,648.5855732,0.9372,937.2,0,0,0,0,0,0,BDC,,1.444990513,1.444990513,0.9372,0.01,0.09372,40.58417417,0.405841742,40.58417417,0.405841742,3.560477803,5,Primary,Shrub Scrub,0.951555
D14JORN,A_Bw,1,10,20,parallel,20.26829916,608.0489749,0.3358,335.8,0,0,0,0,0,0,BDC,,0.552258147,1.99724866,1.273,0.01,0.1273,15.51078752,0.155107875,56.0949617,0.560949617,3.560477803,15,Primary,Shrub Scrub,0.951555
D14JORN,Bw,1,20,30,parallel,20.26829916,608.0489749,0.1566,156.6,0,0,0,0,0,0,BDC,,0.257545044,2.254793704,1.4296,0.01,0.14296,7.233440517,0.072334405,63.32840222,0.633284022,3.560477803,25,Primary,Shrub Scrub,0.951555
D14JORN,Bw,1,30,40,parallel,20.26829916,628.3172741,0.042,42,0,0,0,0,0,0,BDC,,0.06684521,2.321638914,1.4716,0.01,0.14716,1.877422455,0.018774225,65.20582468,0.652058247,3.560477803,35,Primary,Shrub Scrub,0.951555
D14JORN,Bw_2Bk,1,40,50,N/A,100,1000,0.1018,101.8,0.3076,307.6,0,0,0,0,SK,,0.1018,2.423438914,1.881,0.01,0.1881,2.859166821,0.028591668,68.0649915,0.680649915,3.560477803,45,Primary,Shrub Scrub,0.951555
D14JORN,2Bk,1,50,60,N/A,100,1000,0.055,55,0,0,0,0,0,0,SK,,0.055,2.478438914,1.936,0.01,0.1936,1.544736494,0.015447365,69.609728,0.69609728,3.560477803,55,Primary,Shrub Scrub,0.951555
D14JORN,2Bk,1,60,70,N/A,100,1000,0.211,211,0,0,0,0,0,0,SK,,0.211,2.689438914,2.147,0.01,0.2147,5.926170915,0.059261709,75.53589891,0.755358989,3.560477803,65,Primary,Shrub Scrub,0.951555
D14JORN,2Bk_2Bkkm,1,70,80,N/A,100,1000,0.283,283,0,0,0,0,0,0,SK,,0.283,2.972438914,2.43,0.01,0.243,7.948371417,0.079483714,83.48427033,0.834842703,3.560477803,75,Primary,Shrub Scrub,0.951555
D14JORN,2Bkkm,1,80,90,N/A,100,1000,0.241,241,0,0,0,0,0,0,SK,,0.241,3.213438914,2.671,0.01,0.2671,6.768754458,0.067687545,90.25302478,0.902530248,3.560477803,85,Primary,Shrub Scrub,0.951555
D14JORN,2Bkkm,1,90,100,N/A,90,900,0.017,17,0,0,0,0,0,0,SK,shorter axis perpendicular to the face. Hard caliche layer made it hard to extract more,0.018888889,3.232327803,2.688,0.01,0.2688,0.530515564,0.005305156,90.78354035,0.907835404,3.560477803,95,Primary,Shrub Scrub,0.951555
D14JORN,2Bkkm_2Bkk1,1,100,120,long axis parallel,100,2000,0.0038,3.8,0,0,0,0,0,0,SK,,0.0019,3.234227803,2.6918,0.01,0.26918,0.053363624,0.000533636,90.83690398,0.90836904,3.560477803,110,Primary,Shrub Scrub,0.951555
D14JORN,2Bkk1,1,120,140,long axis parallel,100,2000,0.0116,11.6,0,0,0,0,0,0,SK,,0.0058,3.240027803,2.7034,0.01,0.27034,0.162899485,0.001628995,90.99980346,0.909998035,3.560477803,130,Primary,Shrub Scrub,0.951555
D14JORN,2Bkk1,1,140,160,long axis parallel,100,2000,0.5713,571.3,0,0,0,0,0,0,SK,,0.28565,3.525677803,3.2747,0.01,0.32747,8.02279963,0.080227996,99.02260309,0.990226031,3.560477803,150,Primary,Shrub Scrub,0.951555
D14JORN,2Bkk1/2Bkk2,1,160,180,long axis parallel,100,2000,0.0696,69.6,0,0,0,0,0,0,SK,,0.0348,3.560477803,3.3443,0.01,0.33443,0.977396909,0.009773969,100,1,3.560477803,170,Primary,Shrub Scrub,0.951555
D14JORN,A,2,0,10,parallel,20.26829916,668.8538724,0.3734,373.4,0,0,0,0,0,0,BDC,,0.558268428,0.558268428,0.3734,0.01,0.03734,35.35583198,0.35355832,35.35583197,0.35355832,1.578999551,5,Primary,Shrub Scrub,0.951555
D14JORN,A_Bw,2,10,20,parallel,20.26829916,648.5855732,0.3212,321.2,0,0,0,0,0,0,BDC,,0.49523149,1.053499918,0.6946,0.01,0.06946,31.36362452,0.313636245,66.71945646,0.667194565,1.578999551,15,Primary,Shrub Scrub,0.951555
D14JORN,Bw,2,20,30,parallel,20.26829916,587.7806758,0.0725,72.5,0,0,0,0,0,0,BDC,,0.123345328,1.176845246,0.7671,0.01,0.07671,7.811612581,0.078116126,74.53106907,0.745310691,1.578999551,25,Primary,Shrub Scrub,0.951555
D14JORN,Bw,2,30,40,parallel,20.26829916,628.3172741,0.0708,70.8,0,0,0,0,0,0,BDC,,0.112681925,1.289527171,0.8379,0.01,0.08379,7.136286074,0.071362861,81.66735514,0.816673551,1.578999551,35,Primary,Shrub Scrub,0.951555
D14JORN,Bw_2Bk,2,40,50,parallel,20.26829916,608.0489749,0.0561,56.1,0,0,0,0,0,0,BDC,,0.092262305,1.381789476,0.894,0.01,0.0894,5.843086211,0.058430862,87.51044135,0.875104414,1.578999551,45,Primary,Shrub Scrub,0.951555
D14JORN,2Bk,2,50,60,parallel,20.26829916,608.0489749,0.0163,16.3,0,0,0,0,0,0,BDC,,0.026807051,1.408596527,0.9103,0.01,0.09103,1.697723801,0.016977238,89.20816514,0.892081651,1.578999551,55,Primary,Shrub Scrub,0.951555
D14JORN,2Bk,2,60,70,parallel,20.26829916,608.0489749,0.0225,22.5,0,0,0,0,0,0,BDC,,0.037003598,1.445600125,0.9328,0.01,0.09328,2.343483774,0.023434838,91.5516489,0.915516489,1.578999551,65,Primary,Shrub Scrub,0.951555
D14JORN,2Bk_2Bkkm,2,70,80,parallel,20.26829916,608.0489749,0.0242,24.2,0,0,0,0,0,0,BDC,,0.039799426,1.485399551,0.957,0.01,0.0957,2.520546993,0.02520547,94.07219591,0.940721959,1.578999551,75,Primary,Shrub Scrub,0.951555
D14JORN,2Bkkm,2,80,90,N/A,100,1000,0.0297,29.7,0,0,0,0,0,0,SK,,0.0297,1.515099551,0.9867,0.01,0.09867,1.880937837,0.018809378,95.95313374,0.959531337,1.578999551,85,Primary,Shrub Scrub,0.951555
D14JORN,2Bkkm,2,90,100,N/A,100,1000,0.0095,9.5,0,0,0,0,0,0,SK,,0.0095,1.524599551,0.9962,0.01,0.09962,0.601646783,0.006016468,96.55478053,0.965547805,1.578999551,95,Primary,Shrub Scrub,0.951555
D14JORN,2Bkkm_2Bkk1,2,100,120,long axis parallel,100,2000,0.0185,18.5,0,0,0,0,0,0,SK,lots of cave in during sampling so difficult to get an accurate area or volume,0.00925,1.533849551,1.0147,0.01,0.10147,0.585813973,0.00585814,97.1405945,0.971405945,1.578999551,110,Primary,Shrub Scrub,0.951555
D14JORN,2Bkk1,2,120,140,long axis parallel,100,2000,0.0418,41.8,0,0,0,0,0,0,SK,,0.0209,1.554749551,1.0565,0.01,0.10565,1.323622922,0.013236229,98.46421742,0.984642174,1.578999551,130,Primary,Shrub Scrub,0.951555
D14JORN,2Bkk1,2,140,160,long axis parallel,100,2000,0.0107,10.7,0,0,0,0,0,0,SK,,0.00535,1.560099551,1.0672,0.01,0.10672,0.338822136,0.003388221,98.80303956,0.988030396,1.578999551,150,Primary,Shrub Scrub,0.951555
D14JORN,2Bkk1/2Bkk2,2,160,180,long axis parallel,100,2000,0.0378,37.8,0,0,0,0,0,0,SK,,0.0189,1.578999551,1.105,0.01,0.1105,1.196960442,0.011969604,100,1,1.578999551,170,Primary,Shrub Scrub,0.951555
D14JORN,A,3,0,10,parallel,20.26829916,689.1221716,0.5941,594.1,0,0,0,0,0,0,BDC,,0.862111284,0.862111284,0.5941,0.01,0.05941,37.83433588,0.378343359,37.83433589,0.378343359,2.278647857,5,Primary,Shrub Scrub,0.951555
D14JORN,A_Bw,3,10,20,parallel,20.26829916,567.5123766,0.4112,411.2,0,0,0,0,0,0,BDC,,0.724565696,1.58667698,1.0053,0.01,0.10053,31.79805487,0.317980549,69.63239077,0.696323908,2.278647857,15,Primary,Shrub Scrub,0.951555
D14JORN,Bw,3,20,30,parallel,20.26829916,608.0489749,0.1625,162.5,0,0,0,0,0,0,BDC,,0.26724821,1.85392519,1.1678,0.01,0.11678,11.72836816,0.117283682,81.36075894,0.813607589,2.278647857,25,Primary,Shrub Scrub,0.951555
D14JORN,Bw,3,30,40,parallel,20.26829916,648.5855732,0.0375,37.5,0,0,0,0,0,0,BDC,,0.057818122,1.911743312,1.2053,0.01,0.12053,2.537387343,0.025373873,83.89814627,0.838981463,2.278647857,35,Primary,Shrub Scrub,0.951555
D14JORN,Bw_2Bk,3,40,50,N/A,100,1000,0.0401,40.1,0,0,0,0,0,0,SK,,0.0401,1.951843312,1.2454,0.01,0.12454,1.75981558,0.017598156,85.65796185,0.856579618,2.278647857,45,Primary,Shrub Scrub,0.951555
D14JORN,2Bk,3,50,60,N/A,100,1000,0.1439,143.9,0.1865,186.5,0,0,0,0,SK,,0.1439,2.095743312,1.5758,0.01,0.15758,6.315148677,0.063151487,91.97311053,0.919731105,2.278647857,55,Primary,Shrub Scrub,0.951555
D14JORN,2Bk,3,60,70,N/A,100,1000,0.0616,61.6,0,0,0,0,0,0,SK,,0.0616,2.157343312,1.6374,0.01,0.16374,2.703357599,0.027033576,94.67646812,0.946764681,2.278647857,65,Primary,Shrub Scrub,0.951555
D14JORN,2Bk_2Bkkm,3,70,80,long axis perpendicular to face,110,1100,0.0159,15.9,0,0,0,0,0,0,SK,Long axis perpendicular not parallel to the face,0.014454545,2.171797857,1.6533,0.01,0.16533,0.634347489,0.006343475,95.31081559,0.953108156,2.278647857,75,Primary,Shrub Scrub,0.951555
D14JORN,2Bkkm,3,80,90,N/A,100,1000,0.0157,15.7,0,0,0,0,0,0,SK,,0.0157,2.187497857,1.669,0.01,0.1669,0.689005102,0.006890051,95.9998207,0.959998207,2.278647857,85,Primary,Shrub Scrub,0.951555
D14JORN,2Bkkm,3,90,100,N/A,100,1000,0.0033,3.3,0,0,0,0,0,0,SK,,0.0033,2.190797857,1.6723,0.01,0.16723,0.144822729,0.001448227,96.14464342,0.961446434,2.278647857,95,Primary,Shrub Scrub,0.951555
D14JORN,2Bkkm_2Bkk1,3,100,120,long axis parallel,100,2200,0.0231,23.1,0,0,0,0,0,0,SK,Lots of cave in lead to extra length and material ,0.0105,2.201297857,1.6954,0.01,0.16954,0.460799591,0.004607996,96.60544301,0.96605443,2.278647857,110,Primary,Shrub Scrub,0.951555
D14JORN,2Bkk1,3,120,140,long axis parallel,100,2000,0.0726,72.6,0,0,0,0,0,0,SK,,0.0363,2.237597857,1.768,0.01,0.1768,1.593050014,0.0159305,98.19849303,0.98198493,2.278647857,130,Primary,Shrub Scrub,0.951555
D14JORN,2Bkk1,3,140,160,long axis parallel,100,2000,0.0438,43.8,0,0,0,0,0,0,SK,,0.0219,2.259497857,1.8118,0.01,0.18118,0.961096289,0.009610963,99.15958932,0.991595893,2.278647857,150,Primary,Shrub Scrub,0.951555
D14JORN,2Bkk1/2Bkk2,3,160,180,long axis parallel,100,2000,0.0383,38.3,0,0,0,0,0,0,SK,Had to remove two large cobbles from sample area,0.01915,2.278647857,1.8501,0.01,0.18501,0.840410682,0.008404107,100,1,2.278647857,170,Primary,Shrub Scrub,0.951555
D10RMNP,0,1,0,10,N/A,100,3000,5.9108,5910.8,4.1832,4183.2,0.1249,124.9,0,0,Knife,,1.970266667,1.970266667,10.2189,0.01,1.02189,1872.574457,18.72574457,46.12960139,0.461296014,4.271154763,5,Primary,Deciduous Forest,0.9253486
D10RMNP,0,1,10,20,N/A,100,3000,1.1765,1176.5,0.1638,163.8,0.1871,187.1,0.0941,94.1,Knife,,0.392166667,2.362433334,11.8404,0.01,1.18404,372.7217718,3.727217718,55.31134939,0.553113494,4.271154763,15,Primary,Deciduous Forest,0.9253486
D10RMNP,0,1,20,30,N/A,100,2800,0.7926,792.6,2.4933,2493.3,0.4313,431.3,0,0,Knife,,0.283071429,2.645504763,15.5576,0.01,1.55576,269.0358294,2.690358294,61.93886454,0.619388645,4.271154763,25,Primary,Deciduous Forest,0.9253486
D10RMNP,0,1,30,40,N/A,100,3000,1.1568,1156.8,0.8274,827.4,0.2714,271.4,0,0,Knife,,0.3856,3.031104763,17.8132,0.01,1.78132,366.4807018,3.664807018,70.96686801,0.70966868,4.271154763,35,Primary,Deciduous Forest,0.9253486
D10RMNP,0,1,40,50,N/A,100,1000,0.3649,364.9,0.9825,982.5,0.0572,57.2,0,0,Knife,,0.3649,3.396004763,19.2178,0.01,1.92178,346.8070749,3.468070749,79.51022502,0.79510225,4.271154763,45,Primary,Deciduous Forest,0.9253486
D10RMNP,0,1,50,60,N/A,100,1000,0.1468,146.8,0.0911,91.1,0.0431,43.1,0,0,Knife,,0.1468,3.542804763,19.4988,0.01,1.94988,139.52118,1.3952118,82.94723464,0.829472346,4.271154763,55,Primary,Deciduous Forest,0.9253486
D10RMNP,0,1,60,70,N/A,100,1000,0.4426,442.6,0.0613,61.3,0.022,22,0,0,Knife,,0.4426,3.985404763,20.0247,0.01,2.00247,420.654457,4.20654457,93.30977181,0.933097718,4.271154763,65,Primary,Deciduous Forest,0.9253486
D10RMNP,0,1,70,80,N/A,100,1000,0.0189,18.9,0,0,0.0588,58.8,0,0,Knife,,0.0189,4.004304763,20.1024,0.01,2.01024,17.96287672,0.179628767,93.75227509,0.937522751,4.271154763,75,Primary,Deciduous Forest,0.9253486
D10RMNP,0,1,80,90,N/A,100,1000,0.0108,10.8,0,0,0.0028,2.8,0,0,Knife,,0.0108,4.015104763,20.116,0.01,2.0116,10.26450098,0.10264501,94.00513411,0.940051341,4.271154763,85,Primary,Deciduous Forest,0.9253486
D10RMNP,0,1,90,100,N/A,100,1000,0.0111,11.1,0,0,0,0,0,0,Knife,,0.0111,4.026204763,20.1271,0.01,2.01271,10.54962601,0.10549626,94.26501699,0.94265017,4.271154763,95,Primary,Deciduous Forest,0.9253486
D10RMNP,0,1,100,120,long axis parallel ,100,2000,0.4899,489.9,0,0,0.0514,51.4,0,0,Knife,,0.24495,4.271154763,20.6684,0.01,2.06684,232.8045848,2.328045848,100,1,4.271154763,110,Primary,Deciduous Forest,0.9253486
D10RMNP,0,2,0,10,N/A,100,3000,7.3214,7321.4,9.5786,9578.6,0.2693,269.3,0,0,Knife,,2.440466667,2.440466667,17.1693,0.01,1.71693,2019.523341,20.19523341,52.66496396,0.52664964,4.633947284,5,Primary,Deciduous Forest,0.9253486
D10RMNP,0,2,10,20,N/A,100,3000,1.4722,1472.2,0.3833,383.3,0,0,0,0,Knife,,0.490733333,2.9312,19.0248,0.01,1.90248,406.0893085,4.060893085,63.25492761,0.632549276,4.633947284,15,Primary,Deciduous Forest,0.9253486
D10RMNP,0,2,20,30,N/A,100,2900,1.3886,1388.6,0,0,0.1625,162.5,0,0,Knife,,0.478827586,3.410027586,20.5759,0.01,2.05759,396.2371214,3.962371214,73.58796674,0.735879667,4.633947284,25,Primary,Deciduous Forest,0.9253486
D10RMNP,0,2,30,40,N/A,100,3000,1.0055,1005.5,0.2774,277.4,0.288,288,0,0,Knife,,0.335166667,3.745194253,22.1468,0.01,2.21468,277.3555221,2.773555221,80.82082129,0.808208213,4.633947284,35,Primary,Deciduous Forest,0.9253486
D10RMNP,0,2,40,50,N/A,100,1000,0.1396,139.6,0,0,0.1707,170.7,0,0,Knife,,0.1396,3.884794253,22.4571,0.01,2.24571,115.5211265,1.155211265,83.83337174,0.838333717,4.633947284,45,Primary,Deciduous Forest,0.9253486
D10RMNP,0,2,50,60,N/A,100,1000,0.2409,240.9,0,0,0,0,0.0463,46.3,Knife,,0.2409,4.125694253,22.7443,0.01,2.27443,199.3484195,1.993484195,89.03196347,0.890319635,4.633947284,55,Primary,Deciduous Forest,0.9253486
D10RMNP,0,2,60,70,N/A,100,1000,0.1538,153.8,0,0,0.0611,61.1,0,0,Knife,,0.1538,4.279494253,22.9592,0.01,2.29592,127.2718428,1.272718428,92.35094814,0.923509481,4.633947284,65,Primary,Deciduous Forest,0.9253486
D10RMNP,0,2,70,80,N/A,100,1000,0.3357,335.7,0,0,0.0713,71.3,0,0,Knife,,0.3357,4.615194253,23.3662,0.01,2.33662,277.7968636,2.777968636,99.59531195,0.995953119,4.633947284,75,Primary,Deciduous Forest,0.9253486
D10RMNP,0,2,80,90,N/A,110,1100,0.0018,1.8,0,0,0.0031,3.1,0,0,Knife,,0.001636364,4.616830617,23.3711,0.01,2.33711,1.354115835,0.013541158,99.63062448,0.996306245,4.633947284,85,Primary,Deciduous Forest,0.9253486
D10RMNP,0,2,90,100,N/A,100,1000,0.0092,9.2,0,0,0,0,0,0,Knife,,0.0092,4.626030617,23.3803,0.01,2.33803,7.613140139,0.076131401,99.82915932,0.998291593,4.633947284,95,Primary,Deciduous Forest,0.9253486
D10RMNP,0,2,100,120,long axis parallel ,120,2400,0.019,19,0,0,0.0154,15.4,0,0,Knife,,0.007916667,4.633947284,23.4147,0.01,2.34147,6.551162258,0.065511623,100,1,4.633947284,110,Primary,Deciduous Forest,0.9253486
D10RMNP,0,3,0,10,N/A,100,3100,2.4497,2449.7,0.2059,205.9,0.1093,109.3,0,0,Knife,,0.790225806,0.790225806,2.7649,0.01,0.27649,1074.33168,10.7433168,27.17454474,0.271745447,2.907963366,5,Primary,Deciduous Forest,0.9253486
